Vrid,act,basin,part,days_water
565,camp,arkansas,Unchecked,
569,camp,arkansas,Unchecked,
572,camp,arkansas,Unchecked,
574,camp,arkansas,Unchecked,
587,camp,arkansas,Unchecked,
588,camp,arkansas,Unchecked,
589,camp,arkansas,Unchecked,
590,camp,arkansas,Unchecked,
598,camp,arkansas,Unchecked,
599,camp,arkansas,Unchecked,
604,camp,arkansas,Checked,2
609,camp,arkansas,Unchecked,
617,camp,arkansas,Unchecked,
618,camp,arkansas,Unchecked,
624,camp,arkansas,Unchecked,
632,camp,arkansas,Unchecked,
633,camp,arkansas,Unchecked,
634,camp,arkansas,Checked,3
636,camp,arkansas,Checked,5
639,camp,arkansas,Checked,5
640,camp,arkansas,Unchecked,
642,camp,arkansas,Unchecked,
643,camp,arkansas,Unchecked,
647,camp,arkansas,Checked,14
648,camp,arkansas,Unchecked,
652,camp,arkansas,Checked,1
655,camp,arkansas,Unchecked,
656,camp,arkansas,Unchecked,
660,camp,arkansas,Unchecked,
663,camp,arkansas,Checked,16
666,camp,arkansas,Unchecked,
667,camp,arkansas,Unchecked,
669,camp,arkansas,Unchecked,
672,camp,arkansas,Unchecked,
676,camp,arkansas,Unchecked,
681,camp,arkansas,Unchecked,
685,camp,arkansas,Checked,1
686,camp,arkansas,Unchecked,
687,camp,arkansas,Unchecked,
688,camp,arkansas,Unchecked,
690,camp,arkansas,Unchecked,
691,camp,arkansas,Unchecked,
693,camp,arkansas,Unchecked,
698,camp,arkansas,Unchecked,
704,camp,arkansas,Unchecked,
706,camp,arkansas,Unchecked,
713,camp,arkansas,Unchecked,
719,camp,arkansas,Unchecked,
721,camp,arkansas,Unchecked,
722,camp,arkansas,Unchecked,
725,camp,arkansas,Unchecked,
727,camp,arkansas,Checked,1
730,camp,arkansas,Unchecked,
731,camp,arkansas,Unchecked,
745,camp,arkansas,Unchecked,
746,camp,arkansas,Unchecked,
748,camp,arkansas,Unchecked,
750,camp,arkansas,Checked,0
752,camp,arkansas,Checked,20
754,camp,arkansas,Unchecked,
758,camp,arkansas,Unchecked,
760,camp,arkansas,Unchecked,
763,camp,arkansas,Unchecked,
771,camp,arkansas,Checked,3
775,camp,arkansas,Unchecked,
778,camp,arkansas,Unchecked,
792,camp,arkansas,Unchecked,
796,camp,arkansas,Unchecked,
803,camp,arkansas,Unchecked,
805,camp,arkansas,Unchecked,
808,camp,arkansas,Unchecked,
809,camp,arkansas,Checked,3
813,camp,arkansas,Unchecked,
815,camp,arkansas,Checked,1
823,camp,arkansas,Checked,2
824,camp,arkansas,Unchecked,
826,camp,arkansas,Unchecked,
831,camp,arkansas,Unchecked,
832,camp,arkansas,Checked,2
837,camp,arkansas,Unchecked,
853,camp,arkansas,Checked,
856,camp,arkansas,Unchecked,
858,camp,arkansas,Unchecked,
861,camp,arkansas,Unchecked,
872,camp,arkansas,Unchecked,
875,camp,arkansas,Unchecked,
877,camp,arkansas,Checked,1
882,camp,arkansas,Unchecked,
885,camp,arkansas,Checked,20
887,camp,arkansas,Checked,6
892,camp,arkansas,Unchecked,
897,camp,arkansas,Unchecked,
903,camp,arkansas,Unchecked,
904,camp,arkansas,Unchecked,
906,camp,arkansas,Unchecked,
908,camp,arkansas,Unchecked,
919,camp,arkansas,Unchecked,
923,camp,arkansas,Checked,3
933,camp,arkansas,Unchecked,
934,camp,arkansas,Unchecked,
948,camp,arkansas,Checked,15
952,camp,arkansas,Checked,3
955,camp,arkansas,Unchecked,
956,camp,arkansas,Unchecked,
959,camp,arkansas,Checked,2
961,camp,arkansas,Unchecked,
962,camp,arkansas,Unchecked,
969,camp,arkansas,Checked,0
973,camp,arkansas,Unchecked,
975,camp,arkansas,Unchecked,
978,camp,arkansas,Unchecked,
982,camp,arkansas,Unchecked,
987,camp,arkansas,Unchecked,
990,camp,arkansas,Unchecked,
991,camp,arkansas,Unchecked,
1001,camp,arkansas,Unchecked,
1003,camp,arkansas,Checked,
1014,camp,arkansas,Unchecked,
1023,camp,arkansas,Unchecked,
1032,camp,arkansas,Unchecked,
1033,camp,arkansas,Unchecked,
1037,camp,arkansas,Unchecked,
1046,camp,arkansas,Checked,10
1052,camp,arkansas,Unchecked,
1054,camp,arkansas,Checked,3
1057,camp,arkansas,Unchecked,
1058,camp,arkansas,Unchecked,
1074,camp,arkansas,Unchecked,
1076,camp,arkansas,Checked,5
1087,camp,arkansas,Checked,3
1092,camp,arkansas,Unchecked,
1095,camp,arkansas,Unchecked,
1098,camp,arkansas,Unchecked,
1099,camp,arkansas,Unchecked,
1102,camp,arkansas,Unchecked,
1113,camp,arkansas,Unchecked,
1114,camp,arkansas,Unchecked,
1115,camp,arkansas,Unchecked,
1120,camp,arkansas,Unchecked,
1124,camp,arkansas,Unchecked,
1131,camp,arkansas,Unchecked,
1134,camp,arkansas,Unchecked,
1138,camp,arkansas,Checked,10
1142,camp,arkansas,Unchecked,
1145,camp,arkansas,Checked,2
1147,camp,arkansas,Unchecked,
1149,camp,arkansas,Checked,12
1158,camp,arkansas,Unchecked,
1162,camp,arkansas,Unchecked,
1163,camp,arkansas,Unchecked,
1168,camp,arkansas,Unchecked,
1170,camp,arkansas,Unchecked,
1174,camp,arkansas,Unchecked,
1201,camp,arkansas,Unchecked,
1206,camp,arkansas,Unchecked,
1209,camp,arkansas,Unchecked,
1210,camp,arkansas,Checked,4
1211,camp,arkansas,Unchecked,
1215,camp,arkansas,Unchecked,
1219,camp,arkansas,Unchecked,
1220,camp,arkansas,Unchecked,
1221,camp,arkansas,Checked,2
1228,camp,arkansas,Checked,4
1232,camp,arkansas,Unchecked,
1233,camp,arkansas,Checked,21
1236,camp,arkansas,Unchecked,
1237,camp,arkansas,Checked,102
1242,camp,arkansas,Unchecked,
1250,camp,arkansas,Unchecked,
1252,camp,arkansas,Unchecked,
1253,camp,arkansas,Unchecked,
1256,camp,arkansas,Unchecked,
1257,camp,arkansas,Unchecked,
1258,camp,arkansas,Unchecked,
1264,camp,arkansas,Unchecked,
1265,camp,arkansas,Checked,3
1271,camp,arkansas,Unchecked,
1278,camp,arkansas,Unchecked,
1279,camp,arkansas,Unchecked,
1281,camp,arkansas,Unchecked,
1286,camp,arkansas,Unchecked,
1297,camp,arkansas,Unchecked,
1298,camp,arkansas,Unchecked,
1299,camp,arkansas,Checked,3
1300,camp,arkansas,Unchecked,
1303,camp,arkansas,Checked,3
1307,camp,arkansas,Unchecked,
1308,camp,arkansas,Checked,0
1309,camp,arkansas,Checked,8
1312,camp,arkansas,Unchecked,
1313,camp,arkansas,Unchecked,
1314,camp,arkansas,Checked,5
1319,camp,arkansas,Unchecked,
1320,camp,arkansas,Unchecked,
1321,camp,arkansas,Unchecked,
1322,camp,arkansas,Checked,3
1323,camp,arkansas,Unchecked,
1324,camp,arkansas,Unchecked,
1331,camp,arkansas,Checked,1
1332,camp,arkansas,Unchecked,
1333,camp,arkansas,Unchecked,
1336,camp,arkansas,Unchecked,
1339,camp,arkansas,Unchecked,
1343,camp,arkansas,Unchecked,
1345,camp,arkansas,Unchecked,
1348,camp,arkansas,Unchecked,
1353,camp,arkansas,Unchecked,
1354,camp,arkansas,Unchecked,
1359,camp,arkansas,Checked,5
1364,camp,arkansas,Unchecked,
1365,camp,arkansas,Unchecked,
1366,camp,arkansas,Unchecked,
1371,camp,arkansas,Checked,4
1375,camp,arkansas,Unchecked,
1376,camp,arkansas,Checked,2
1377,camp,arkansas,Checked,5
1379,camp,arkansas,Unchecked,
1387,camp,arkansas,Unchecked,
1390,camp,arkansas,Unchecked,
1394,camp,arkansas,Unchecked,
1399,camp,arkansas,Checked,5
1409,camp,arkansas,Unchecked,
1411,camp,arkansas,Unchecked,
1413,camp,arkansas,Unchecked,
1419,camp,arkansas,Unchecked,
1421,camp,arkansas,Unchecked,
1422,camp,arkansas,Checked,2
1423,camp,arkansas,Unchecked,
1433,camp,arkansas,Unchecked,
1435,camp,arkansas,Unchecked,
1436,camp,arkansas,Checked,0
1439,camp,arkansas,Unchecked,
1440,camp,arkansas,Unchecked,
1447,camp,arkansas,Unchecked,
1448,camp,arkansas,Checked,5
1449,camp,arkansas,Unchecked,
1451,camp,arkansas,Unchecked,
1456,camp,arkansas,Unchecked,
1462,camp,arkansas,Unchecked,
1463,camp,arkansas,Unchecked,
98,camp,colorado,Unchecked,
103,camp,colorado,Checked,3
104,camp,colorado,Unchecked,
107,camp,colorado,Unchecked,
108,camp,colorado,Checked,4
115,camp,colorado,Unchecked,
125,camp,colorado,Checked,1
126,camp,colorado,Unchecked,
127,camp,colorado,Checked,10
131,camp,colorado,Unchecked,
132,camp,colorado,Unchecked,
135,camp,colorado,Unchecked,
150,camp,colorado,Unchecked,
157,camp,colorado,Checked,1
167,camp,colorado,Unchecked,
168,camp,colorado,Unchecked,
172,camp,colorado,Unchecked,
174,camp,colorado,Unchecked,
177,camp,colorado,Checked,2
178,camp,colorado,Unchecked,
179,camp,colorado,Checked,0
185,camp,colorado,Unchecked,
187,camp,colorado,Checked,2
188,camp,colorado,Unchecked,
190,camp,colorado,Checked,5
193,camp,colorado,Checked,3
195,camp,colorado,Unchecked,
198,camp,colorado,Unchecked,
205,camp,colorado,Unchecked,
208,camp,colorado,Checked,3
209,camp,colorado,Unchecked,
213,camp,colorado,Unchecked,
214,camp,colorado,Checked,2
217,camp,colorado,Unchecked,
221,camp,colorado,Checked,1
224,camp,colorado,Unchecked,
233,camp,colorado,Unchecked,
246,camp,colorado,Checked,10
249,camp,colorado,Checked,3
252,camp,colorado,Checked,2
262,camp,colorado,Unchecked,
265,camp,colorado,Unchecked,
267,camp,colorado,Unchecked,
271,camp,colorado,Checked,2
278,camp,colorado,Unchecked,
288,camp,colorado,Unchecked,
289,camp,colorado,Checked,3
295,camp,colorado,Unchecked,
299,camp,colorado,Unchecked,
307,camp,colorado,Checked,4
308,camp,colorado,Unchecked,
309,camp,colorado,Unchecked,
311,camp,colorado,Checked,2
318,camp,colorado,Unchecked,
320,camp,colorado,Unchecked,
326,camp,colorado,Unchecked,
329,camp,colorado,Unchecked,
330,camp,colorado,Checked,
340,camp,colorado,Checked,14
342,camp,colorado,Checked,2
344,camp,colorado,Unchecked,
351,camp,colorado,Unchecked,
353,camp,colorado,Unchecked,
354,camp,colorado,Unchecked,
355,camp,colorado,Checked,2
361,camp,colorado,Unchecked,
363,camp,colorado,Unchecked,
366,camp,colorado,Unchecked,
367,camp,colorado,Unchecked,
371,camp,colorado,Unchecked,
373,camp,colorado,Unchecked,
376,camp,colorado,Unchecked,
386,camp,colorado,Unchecked,
387,camp,colorado,Unchecked,
389,camp,colorado,Unchecked,
390,camp,colorado,Checked,7
393,camp,colorado,Checked,0
399,camp,colorado,Checked,3
406,camp,colorado,Checked,1
407,camp,colorado,Unchecked,
410,camp,colorado,Checked,35
412,camp,colorado,Checked,5
419,camp,colorado,Checked,4
424,camp,colorado,Unchecked,
438,camp,colorado,Unchecked,
439,camp,colorado,Checked,3
449,camp,colorado,Unchecked,
452,camp,colorado,Checked,3
456,camp,colorado,Unchecked,
461,camp,colorado,Unchecked,
469,camp,colorado,Unchecked,
471,camp,colorado,Unchecked,
472,camp,colorado,Unchecked,
473,camp,colorado,Unchecked,
474,camp,colorado,Checked,7
481,camp,colorado,Unchecked,
482,camp,colorado,Unchecked,
483,camp,colorado,Unchecked,
486,camp,colorado,Unchecked,
494,camp,colorado,Checked,1
498,camp,colorado,Unchecked,
499,camp,colorado,Unchecked,
500,camp,colorado,Unchecked,
508,camp,colorado,Unchecked,
512,camp,colorado,Unchecked,
515,camp,colorado,Checked,3
521,camp,colorado,Checked,0
522,camp,colorado,Unchecked,
526,camp,colorado,Unchecked,
528,camp,colorado,Checked,3
529,camp,colorado,Checked,10
532,camp,colorado,Unchecked,
540,camp,colorado,Unchecked,
543,camp,colorado,Unchecked,
546,camp,colorado,Unchecked,
549,camp,colorado,Unchecked,
550,camp,colorado,Unchecked,
554,camp,colorado,Checked,4
557,camp,colorado,Checked,5
564,camp,colorado,Unchecked,
565,camp,colorado,Checked,5
569,camp,colorado,Unchecked,
572,camp,colorado,Checked,2
574,camp,colorado,Checked,3
587,camp,colorado,Unchecked,
588,camp,colorado,Unchecked,
589,camp,colorado,Unchecked,
590,camp,colorado,Checked,1
598,camp,colorado,Unchecked,
599,camp,colorado,Unchecked,
604,camp,colorado,Checked,4
609,camp,colorado,Unchecked,
617,camp,colorado,Unchecked,
618,camp,colorado,Unchecked,
624,camp,colorado,Checked,2
632,camp,colorado,Unchecked,
633,camp,colorado,Checked,3
634,camp,colorado,Unchecked,
636,camp,colorado,Unchecked,
639,camp,colorado,Unchecked,
640,camp,colorado,Unchecked,
642,camp,colorado,Checked,2
643,camp,colorado,Checked,1
647,camp,colorado,Unchecked,
648,camp,colorado,Unchecked,
652,camp,colorado,Unchecked,
655,camp,colorado,Checked,2
656,camp,colorado,Checked,4
660,camp,colorado,Unchecked,
663,camp,colorado,Unchecked,
666,camp,colorado,Checked,40
667,camp,colorado,Unchecked,
669,camp,colorado,Unchecked,
672,camp,colorado,Unchecked,
676,camp,colorado,Checked,2
681,camp,colorado,Unchecked,
685,camp,colorado,Unchecked,
686,camp,colorado,Checked,3
687,camp,colorado,Unchecked,
688,camp,colorado,Unchecked,
690,camp,colorado,Unchecked,
691,camp,colorado,Unchecked,
693,camp,colorado,Checked,1
698,camp,colorado,Unchecked,
704,camp,colorado,Unchecked,
706,camp,colorado,Checked,3
713,camp,colorado,Unchecked,
719,camp,colorado,Checked,2
721,camp,colorado,Checked,1
722,camp,colorado,Unchecked,
725,camp,colorado,Unchecked,
727,camp,colorado,Unchecked,
730,camp,colorado,Unchecked,
731,camp,colorado,Unchecked,
745,camp,colorado,Checked,2
746,camp,colorado,Unchecked,
748,camp,colorado,Unchecked,
750,camp,colorado,Unchecked,
752,camp,colorado,Checked,2
754,camp,colorado,Unchecked,
758,camp,colorado,Checked,9
760,camp,colorado,Checked,1
763,camp,colorado,Unchecked,
771,camp,colorado,Unchecked,
775,camp,colorado,Unchecked,
778,camp,colorado,Unchecked,
792,camp,colorado,Unchecked,
796,camp,colorado,Unchecked,
803,camp,colorado,Checked,3
805,camp,colorado,Checked,2
808,camp,colorado,Checked,4
809,camp,colorado,Unchecked,
813,camp,colorado,Unchecked,
815,camp,colorado,Unchecked,
823,camp,colorado,Unchecked,
824,camp,colorado,Checked,0
826,camp,colorado,Checked,1
831,camp,colorado,Unchecked,
832,camp,colorado,Unchecked,
837,camp,colorado,Unchecked,
853,camp,colorado,Unchecked,
856,camp,colorado,Checked,7
858,camp,colorado,Checked,2
861,camp,colorado,Checked,5
872,camp,colorado,Checked,1
875,camp,colorado,Unchecked,
877,camp,colorado,Unchecked,
882,camp,colorado,Checked,0
885,camp,colorado,Unchecked,
887,camp,colorado,Unchecked,
892,camp,colorado,Unchecked,
897,camp,colorado,Checked,5
903,camp,colorado,Unchecked,
904,camp,colorado,Checked,
906,camp,colorado,Unchecked,
908,camp,colorado,Unchecked,
919,camp,colorado,Unchecked,
923,camp,colorado,Checked,7
933,camp,colorado,Unchecked,
934,camp,colorado,Unchecked,
948,camp,colorado,Unchecked,
952,camp,colorado,Unchecked,
955,camp,colorado,Unchecked,
956,camp,colorado,Unchecked,
959,camp,colorado,Checked,3
961,camp,colorado,Unchecked,
962,camp,colorado,Checked,5
969,camp,colorado,Checked,0
973,camp,colorado,Unchecked,
975,camp,colorado,Unchecked,
978,camp,colorado,Checked,8
982,camp,colorado,Checked,4
987,camp,colorado,Unchecked,
990,camp,colorado,Unchecked,
991,camp,colorado,Unchecked,
1001,camp,colorado,Checked,4
1003,camp,colorado,Unchecked,
1014,camp,colorado,Checked,5
1023,camp,colorado,Unchecked,
1032,camp,colorado,Unchecked,
1033,camp,colorado,Unchecked,
1037,camp,colorado,Checked,3
1046,camp,colorado,Unchecked,
1052,camp,colorado,Unchecked,
1054,camp,colorado,Unchecked,
1057,camp,colorado,Unchecked,
1058,camp,colorado,Unchecked,
1074,camp,colorado,Checked,2
1076,camp,colorado,Unchecked,
1087,camp,colorado,Unchecked,
1092,camp,colorado,Checked,1
1095,camp,colorado,Unchecked,
1098,camp,colorado,Unchecked,
1099,camp,colorado,Unchecked,
1102,camp,colorado,Unchecked,
1113,camp,colorado,Checked,4
1114,camp,colorado,Checked,5
1115,camp,colorado,Unchecked,
1120,camp,colorado,Unchecked,
1124,camp,colorado,Unchecked,
1131,camp,colorado,Checked,3
1134,camp,colorado,Unchecked,
1138,camp,colorado,Unchecked,
1142,camp,colorado,Checked,3
1145,camp,colorado,Unchecked,
1147,camp,colorado,Checked,3
1149,camp,colorado,Checked,3
1158,camp,colorado,Unchecked,
1162,camp,colorado,Checked,15
1163,camp,colorado,Checked,1
1168,camp,colorado,Unchecked,
1170,camp,colorado,Unchecked,
1174,camp,colorado,Checked,2
1201,camp,colorado,Unchecked,
1206,camp,colorado,Checked,5
1209,camp,colorado,Unchecked,
1210,camp,colorado,Unchecked,
1211,camp,colorado,Unchecked,
1215,camp,colorado,Unchecked,
1219,camp,colorado,Unchecked,
1220,camp,colorado,Unchecked,
1221,camp,colorado,Unchecked,
1228,camp,colorado,Unchecked,
1232,camp,colorado,Unchecked,
1233,camp,colorado,Unchecked,
1236,camp,colorado,Checked,2
1237,camp,colorado,Unchecked,
1242,camp,colorado,Unchecked,
1250,camp,colorado,Checked,3
1252,camp,colorado,Checked,0
1253,camp,colorado,Unchecked,
1256,camp,colorado,Unchecked,
1257,camp,colorado,Checked,1
1258,camp,colorado,Unchecked,
1264,camp,colorado,Checked,1
1265,camp,colorado,Unchecked,
1271,camp,colorado,Checked,1
1278,camp,colorado,Unchecked,
1279,camp,colorado,Unchecked,
1281,camp,colorado,Unchecked,
1286,camp,colorado,Unchecked,
1297,camp,colorado,Unchecked,
1298,camp,colorado,Checked,2
1299,camp,colorado,Unchecked,
1300,camp,colorado,Unchecked,
1303,camp,colorado,Unchecked,
1307,camp,colorado,Checked,2
1308,camp,colorado,Unchecked,
1309,camp,colorado,Unchecked,
1312,camp,colorado,Unchecked,
1313,camp,colorado,Unchecked,
1314,camp,colorado,Checked,5
1319,camp,colorado,Unchecked,
1320,camp,colorado,Checked,8
1321,camp,colorado,Checked,4
1322,camp,colorado,Checked,3
1323,camp,colorado,Unchecked,
1324,camp,colorado,Checked,1
1331,camp,colorado,Checked,1
1332,camp,colorado,Unchecked,
1333,camp,colorado,Unchecked,
1336,camp,colorado,Unchecked,
1339,camp,colorado,Checked,5
1343,camp,colorado,Unchecked,
1345,camp,colorado,Unchecked,
1348,camp,colorado,Checked,3
1353,camp,colorado,Unchecked,
1354,camp,colorado,Checked,6
1359,camp,colorado,Unchecked,
1364,camp,colorado,Checked,12
1365,camp,colorado,Checked,1
1366,camp,colorado,Unchecked,
1371,camp,colorado,Unchecked,
1375,camp,colorado,Unchecked,
1376,camp,colorado,Unchecked,
1377,camp,colorado,Checked,5
1379,camp,colorado,Unchecked,
1387,camp,colorado,Unchecked,
1390,camp,colorado,Checked,2
1394,camp,colorado,Unchecked,
1399,camp,colorado,Unchecked,
1409,camp,colorado,Unchecked,
1411,camp,colorado,Unchecked,
1413,camp,colorado,Unchecked,
1419,camp,colorado,Unchecked,
1421,camp,colorado,Checked,3
1422,camp,colorado,Unchecked,
1423,camp,colorado,Unchecked,
1433,camp,colorado,Unchecked,
1435,camp,colorado,Unchecked,
1436,camp,colorado,Checked,1
1439,camp,colorado,Checked,15
1440,camp,colorado,Unchecked,
1447,camp,colorado,Unchecked,
1448,camp,colorado,Unchecked,
1449,camp,colorado,Checked,15
1451,camp,colorado,Unchecked,
1456,camp,colorado,Checked,1
1462,camp,colorado,Unchecked,
1463,camp,colorado,Unchecked,
98,camp,gunnison,Unchecked,
103,camp,gunnison,Unchecked,
104,camp,gunnison,Unchecked,
107,camp,gunnison,Unchecked,
108,camp,gunnison,Unchecked,
115,camp,gunnison,Unchecked,
125,camp,gunnison,Unchecked,
126,camp,gunnison,Unchecked,
127,camp,gunnison,Unchecked,
131,camp,gunnison,Unchecked,
132,camp,gunnison,Unchecked,
135,camp,gunnison,Unchecked,
150,camp,gunnison,Unchecked,
157,camp,gunnison,Unchecked,
167,camp,gunnison,Unchecked,
168,camp,gunnison,Unchecked,
172,camp,gunnison,Checked,1
174,camp,gunnison,Unchecked,
177,camp,gunnison,Unchecked,
178,camp,gunnison,Unchecked,
179,camp,gunnison,Unchecked,
185,camp,gunnison,Unchecked,
187,camp,gunnison,Unchecked,
188,camp,gunnison,Checked,15
190,camp,gunnison,Unchecked,
193,camp,gunnison,Checked,3
195,camp,gunnison,Unchecked,
198,camp,gunnison,Unchecked,
205,camp,gunnison,Checked,7
208,camp,gunnison,Unchecked,
209,camp,gunnison,Unchecked,
213,camp,gunnison,Unchecked,
214,camp,gunnison,Unchecked,
217,camp,gunnison,Unchecked,
221,camp,gunnison,Unchecked,
224,camp,gunnison,Unchecked,
233,camp,gunnison,Unchecked,
246,camp,gunnison,Unchecked,
249,camp,gunnison,Unchecked,
252,camp,gunnison,Checked,1
262,camp,gunnison,Checked,7
265,camp,gunnison,Unchecked,
267,camp,gunnison,Unchecked,
271,camp,gunnison,Unchecked,
278,camp,gunnison,Unchecked,
288,camp,gunnison,Unchecked,
289,camp,gunnison,Unchecked,
295,camp,gunnison,Unchecked,
299,camp,gunnison,Unchecked,
307,camp,gunnison,Unchecked,
308,camp,gunnison,Unchecked,
309,camp,gunnison,Checked,
311,camp,gunnison,Unchecked,
318,camp,gunnison,Unchecked,
320,camp,gunnison,Unchecked,
326,camp,gunnison,Unchecked,
329,camp,gunnison,Unchecked,
330,camp,gunnison,Checked,
340,camp,gunnison,Unchecked,
342,camp,gunnison,Unchecked,
344,camp,gunnison,Unchecked,
351,camp,gunnison,Checked,30
353,camp,gunnison,Unchecked,
354,camp,gunnison,Unchecked,
355,camp,gunnison,Unchecked,
361,camp,gunnison,Unchecked,
363,camp,gunnison,Unchecked,
366,camp,gunnison,Unchecked,
367,camp,gunnison,Unchecked,
371,camp,gunnison,Unchecked,
373,camp,gunnison,Unchecked,
376,camp,gunnison,Unchecked,
386,camp,gunnison,Unchecked,
387,camp,gunnison,Checked,7
389,camp,gunnison,Unchecked,
390,camp,gunnison,Unchecked,
393,camp,gunnison,Unchecked,
399,camp,gunnison,Unchecked,
406,camp,gunnison,Unchecked,
407,camp,gunnison,Unchecked,
410,camp,gunnison,Unchecked,
412,camp,gunnison,Unchecked,
419,camp,gunnison,Unchecked,
424,camp,gunnison,Unchecked,
438,camp,gunnison,Unchecked,
439,camp,gunnison,Checked,3
449,camp,gunnison,Unchecked,
452,camp,gunnison,Unchecked,
456,camp,gunnison,Checked,3
461,camp,gunnison,Unchecked,
469,camp,gunnison,Unchecked,
471,camp,gunnison,Checked,3
472,camp,gunnison,Unchecked,
473,camp,gunnison,Unchecked,
474,camp,gunnison,Unchecked,
481,camp,gunnison,Unchecked,
482,camp,gunnison,Unchecked,
483,camp,gunnison,Unchecked,
486,camp,gunnison,Unchecked,
494,camp,gunnison,Unchecked,
498,camp,gunnison,Unchecked,
499,camp,gunnison,Unchecked,
500,camp,gunnison,Unchecked,
